InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
972582,SKU_1051,T-shirt,-34,2022-07-15 15:00,16.87,,Spain,0.03,paypall,,Electronics,In-store,Not Returned,UPS,,Medium
475926,SKU_1856,Headphones,-49,2022-07-16 08:00,-6.14,,United Kingdom,0.41,Credit Card,,Accessories,In-store,Not Returned,UPS,,Low
348749,SKU_1630,Desk Lamp,-3,2022-07-16 13:00,-67.3,,Spain,1.430644894729126,Credit Card,,Electronics,Online,Not Returned,DHL,,Low
472908,SKU_1441,Wall Clock,-6,2022-07-17 00:00,34.12,,Sweden,0.36,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Medium
412093,SKU_1699,Backpack,32,2022-07-17 09:00,14.67,,France,0.35,Bank Transfer,8.18,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
723521,SKU_1216,Notebook,15,2022-07-17 11:00,1.3,,United States,0.48,Bank Transfer,5.02,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium
530802,SKU_1989,Blue Pen,-12,2022-07-17 12:00,-3.22,,Italy,1.9091386337864145,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,High
238621,SKU_1627,White Mug,-16,2022-07-17 16:00,95.7,,Portugal,0.27,Bank Transfer,,Furniture,In-store,Not Returned,Royal Mail,,High
207960,SKU_1996,Wireless Mouse,-14,2022-07-17 22:00,-31.64,,Portugal,1.0857759304178214,paypall,,Furniture,In-store,Not Returned,Royal Mail,,Low
890505,SKU_1218,White Mug,34,2022-07-18 13:00,83.41,,United Kingdom,0.33,Bank Transfer,13.93,Accessories,Online,Returned,FedEx,Berlin,Low
428648,SKU_1520,Headphones,-44,2022-07-19 14:00,-69.35,,United States,1.1544195697089843,paypall,,Electronics,Online,Not Returned,UPS,,High
630413,SKU_1104,White Mug,10,2022-07-20 02:00,85.99,,Netherlands,0.18,Bank Transfer,25.47,Furniture,In-store,Returned,Royal Mail,Amsterdam,High
498933,SKU_1893,Headphones,-23,2022-07-20 20:00,-57.26,,Norway,1.6346312969009935,Bank Transfer,,Apparel,In-store,Not Returned,FedEx,,Medium
327894,SKU_1994,Wireless Mouse,34,2022-07-21 02:00,10.72,,United Kingdom,0.31,Credit Card,9.21,Furniture,Online,Not Returned,UPS,Berlin,Medium
599600,SKU_1034,Desk Lamp,36,2022-07-21 11:00,57.61,,Belgium,0.1,Bank Transfer,11.96,Apparel,Online,Returned,FedEx,Berlin,Medium
283328,SKU_1776,Blue Pen,-22,2022-07-21 17:00,-88.22,,France,1.39558915601534,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
833771,SKU_1372,Wireless Mouse,-30,2022-07-22 03:00,49.44,,Australia,0.31,Credit Card,,Accessories,Online,Not Returned,UPS,,High
368520,SKU_1533,Backpack,28,2022-07-23 14:00,77.67,,Portugal,0.24,Bank Transfer,15.85,Apparel,Online,Not Returned,DHL,,Medium
297872,SKU_1959,T-shirt,32,2022-07-24 05:00,99.51,,United Kingdom,0.04,Bank Transfer,27.62,Stationery,In-store,Not Returned,DHL,,Medium
764577,SKU_1938,T-shirt,8,2022-07-24 14:00,85.93,,Sweden,0.35,Bank Transfer,7.15,Stationery,In-store,Returned,UPS,,Low
752595,SKU_1954,T-shirt,-32,2022-07-24 18:00,-47.48,,Norway,1.5448090258463307,paypall,,Electronics,In-store,Not Returned,FedEx,,Low
968750,SKU_1171,Wall Clock,-45,2022-07-25 00:00,-40.96,,Australia,0.13,paypall,,Apparel,In-store,Not Returned,Royal Mail,,Medium
711889,SKU_1101,T-shirt,-22,2022-07-25 07:00,-80.85,,Netherlands,1.8377233729591735,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
400877,SKU_1813,Blue Pen,-27,2022-07-25 14:00,-58.39,,Germany,1.1973146793103906,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,Medium
767329,SKU_1164,Backpack,-31,2022-07-26 08:00,-61.68,,Australia,1.468956594409199,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
988418,SKU_1530,Backpack,27,2022-07-27 17:00,43.77,,Norway,0.09,paypall,27.05,Stationery,In-store,Not Returned,UPS,Amsterdam,High
538292,SKU_1759,Notebook,3,2022-07-28 12:00,18.48,,Portugal,0.43,Bank Transfer,19.96,Stationery,Online,Not Returned,UPS,,High
871829,SKU_1967,Desk Lamp,31,2022-07-28 22:00,13.56,,Australia,0.28,Bank Transfer,15.49,Apparel,Online,Not Returned,UPS,,Low
481767,SKU_1477,Office Chair,2,2022-07-29 06:00,67.06,,Portugal,0.32,Bank Transfer,7.87,Stationery,Online,Not Returned,DHL,Rome,High
954214,SKU_1773,Office Chair,-15,2022-07-29 10:00,-48.25,,Belgium,1.973960700336835,paypall,,Apparel,Online,Not Returned,FedEx,,High
864797,SKU_1632,Office Chair,-6,2022-07-29 15:00,-44.13,,France,1.5524953911606811,Credit Card,,Furniture,In-store,Not Returned,UPS,,Medium
599961,SKU_1792,USB Cable,19,2022-07-29 17:00,39.1,,Spain,0.32,paypall,12.01,Stationery,In-store,Not Returned,DHL,Berlin,High
812495,SKU_1274,Backpack,6,2022-07-29 21:00,84.18,,Italy,0.08,Bank Transfer,25.22,Accessories,Online,Not Returned,FedEx,Rome,Low
265426,SKU_1431,Blue Pen,30,2022-07-31 00:00,63.0,,France,0.03,Bank Transfer,15.28,Stationery,In-store,Returned,UPS,,High
879276,SKU_1400,Notebook,-44,2022-07-31 13:00,-64.18,,Sweden,0.21,Credit Card,,Electronics,In-store,Not Returned,UPS,,High
943301,SKU_1208,Desk Lamp,-47,2022-08-01 07:00,-73.56,,France,1.8058067131222104,paypall,,Stationery,In-store,Not Returned,UPS,,Medium
166780,SKU_1869,Office Chair,6,2022-08-01 17:00,43.09,,Italy,0.14,paypall,21.47,Accessories,In-store,Not Returned,Royal Mail,,Low
805966,SKU_1949,Office Chair,10,2022-08-01 23:00,36.5,,Spain,0.17,paypall,5.61,Electronics,In-store,Not Returned,FedEx,Rome,Low
995846,SKU_1724,White Mug,-39,2022-08-03 03:00,-68.57,,Italy,1.3363345834530278,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
760531,SKU_1935,Office Chair,16,2022-08-03 05:00,57.85,,Portugal,0.35,Bank Transfer,24.43,Stationery,Online,Not Returned,FedEx,Rome,Low
346797,SKU_1236,Office Chair,16,2022-08-03 10:00,91.05,,Spain,0.05,Credit Card,28.9,Apparel,Online,Not Returned,FedEx,,Low
578988,SKU_1982,Desk Lamp,8,2022-08-03 11:00,30.93,,Norway,0.5,Credit Card,12.42,Furniture,In-store,Not Returned,FedEx,,Medium
384712,SKU_1822,USB Cable,24,2022-08-03 17:00,36.99,,Portugal,0.44,Bank Transfer,8.81,Accessories,In-store,Not Returned,Royal Mail,Berlin,High
984015,SKU_1468,T-shirt,8,2022-08-03 18:00,23.58,,Netherlands,0.14,Bank Transfer,12.34,Stationery,Online,Not Returned,FedEx,,High
669505,SKU_1061,Blue Pen,-33,2022-08-03 21:00,-51.39,,United Kingdom,1.775348380011239,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
214064,SKU_1040,Office Chair,-34,2022-08-04 03:00,88.68,,Portugal,0.1,paypall,,Apparel,Online,Not Returned,UPS,,High
719675,SKU_1952,Wall Clock,42,2022-08-04 05:00,65.42,,United States,0.04,Credit Card,21.68,Apparel,Online,Not Returned,DHL,,Medium
784116,SKU_1677,Backpack,29,2022-08-04 06:00,26.36,,United Kingdom,0.38,paypall,27.11,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
186728,SKU_1808,Desk Lamp,31,2022-08-04 08:00,9.38,,Belgium,0.15,Bank Transfer,10.08,Electronics,Online,Not Returned,FedEx,,High
913842,SKU_1381,Wall Clock,45,2022-08-04 11:00,97.97,,Spain,0.05,paypall,10.04,Apparel,Online,Not Returned,UPS,London,Medium
419475,SKU_1736,Notebook,-19,2022-08-06 09:00,-65.47,,Australia,1.3868201769364947,paypall,,Stationery,Online,Not Returned,DHL,,Low
609142,SKU_1143,Desk Lamp,43,2022-08-06 12:00,36.54,,Sweden,0.08,Credit Card,24.93,Electronics,In-store,Not Returned,UPS,,Medium
398510,SKU_1888,Notebook,16,2022-08-06 20:00,56.29,,United Kingdom,0.1,paypall,9.92,Stationery,Online,Not Returned,FedEx,London,Low
226866,SKU_1172,Office Chair,-22,2022-08-07 05:00,-69.53,,Germany,1.2270459391274269,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Low
203623,SKU_1745,Backpack,16,2022-08-07 07:00,71.22,,France,0.38,paypall,9.6,Accessories,In-store,Not Returned,UPS,,Medium
211315,SKU_1001,T-shirt,41,2022-08-08 19:00,54.16,,United States,0.16,Bank Transfer,14.36,Apparel,In-store,Not Returned,DHL,London,Low
768975,SKU_1962,Headphones,-3,2022-08-09 01:00,-57.11,,Germany,1.2476455324103888,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Low
110728,SKU_1101,Desk Lamp,15,2022-08-09 15:00,90.51,36215.0,France,0.02,Credit Card,6.92,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
289007,SKU_1391,Office Chair,23,2022-08-09 21:00,48.47,,United States,0.18,Bank Transfer,21.12,Furniture,Online,Returned,Royal Mail,Rome,Medium
775516,SKU_1959,Desk Lamp,-39,2022-08-10 05:00,-75.72,,United Kingdom,1.278591306385735,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
400206,SKU_1808,Headphones,-48,2022-08-10 07:00,-57.93,,Sweden,1.3010300088867774,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
162979,SKU_1102,Notebook,1,2022-08-10 10:00,65.77,,Sweden,0.32,Bank Transfer,19.84,Accessories,Online,Not Returned,FedEx,,High
588963,SKU_1051,T-shirt,35,2022-08-11 00:00,95.25,,Spain,0.08,paypall,19.39,Stationery,Online,Not Returned,UPS,,Low
496605,SKU_1955,Office Chair,31,2022-08-11 02:00,65.15,,Spain,0.42,paypall,20.76,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
692769,SKU_1640,Notebook,27,2022-08-11 06:00,11.84,,Italy,0.19,Credit Card,19.59,Stationery,Online,Not Returned,DHL,Berlin,Low
265154,SKU_1394,Backpack,-39,2022-08-11 22:00,88.19,,Netherlands,0.43,paypall,,Stationery,Online,Not Returned,DHL,,Medium
504520,SKU_1724,Backpack,4,2022-08-12 02:00,7.0,,Netherlands,0.01,paypall,28.98,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
433390,SKU_1375,USB Cable,11,2022-08-12 05:00,12.65,,France,0.24,Credit Card,28.04,Furniture,In-store,Not Returned,DHL,Paris,Low
842711,SKU_1877,Wall Clock,22,2022-08-12 13:00,90.21,,Norway,0.38,Bank Transfer,18.25,Stationery,Online,Not Returned,UPS,Rome,Medium
198120,SKU_1938,Office Chair,-42,2022-08-12 21:00,-39.19,,Netherlands,1.6831232078125278,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,Low
598017,SKU_1618,Desk Lamp,-1,2022-08-13 09:00,-19.91,,United Kingdom,1.4856554743508954,paypall,,Stationery,Online,Not Returned,UPS,,Medium
325743,SKU_1959,Notebook,-15,2022-08-13 12:00,-44.79,,France,1.744110957900136,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,High
272097,SKU_1904,USB Cable,23,2022-08-13 15:00,74.53,,Belgium,0.24,Credit Card,15.33,Electronics,In-store,Not Returned,DHL,Paris,Medium
501252,SKU_1412,Wireless Mouse,-11,2022-08-14 08:00,-73.96,,United States,1.0619928574083493,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Medium
583121,SKU_1123,Blue Pen,-48,2022-08-14 10:00,81.32,,United Kingdom,0.3,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Low
316937,SKU_1874,Office Chair,9,2022-08-15 20:00,32.3,,Italy,0.02,Bank Transfer,24.16,Apparel,In-store,Not Returned,Royal Mail,Paris,High
641001,SKU_1522,Blue Pen,-39,2022-08-15 21:00,75.41,,Portugal,0.48,paypall,,Apparel,In-store,Not Returned,DHL,,Medium
159834,SKU_1692,Wall Clock,17,2022-08-16 00:00,76.44,,Norway,0.1,Bank Transfer,19.94,Stationery,In-store,Not Returned,FedEx,Rome,Low
252150,SKU_1586,White Mug,-44,2022-08-16 10:00,45.15,,Belgium,0.25,Bank Transfer,,Accessories,In-store,Returned,Royal Mail,,High
573137,SKU_1579,Backpack,30,2022-08-16 20:00,56.07,,Sweden,0.14,Bank Transfer,13.31,Apparel,Online,Returned,Royal Mail,London,Medium
732312,SKU_1993,Wireless Mouse,-1,2022-08-17 10:00,-40.69,,Italy,1.6577632316727875,Bank Transfer,,Electronics,Online,Returned,FedEx,,High
386981,SKU_1040,Notebook,45,2022-08-18 01:00,98.46,,France,0.19,Credit Card,23.32,Accessories,Online,Returned,Royal Mail,,Medium
313827,SKU_1578,Backpack,23,2022-08-18 16:00,29.25,,Netherlands,0.09,paypall,28.2,Furniture,Online,Not Returned,FedEx,,Medium
347117,SKU_1954,Desk Lamp,-22,2022-08-20 06:00,-15.35,,Belgium,1.9864511932774975,paypall,,Stationery,In-store,Not Returned,UPS,,Medium
780772,SKU_1305,Wireless Mouse,13,2022-08-21 08:00,3.46,,United States,0.21,Credit Card,25.41,Stationery,In-store,Not Returned,DHL,,Low
339434,SKU_1312,Backpack,-48,2022-08-22 01:00,-11.54,,Sweden,0.22,Credit Card,,Accessories,Online,Not Returned,DHL,,Medium
803552,SKU_1912,Desk Lamp,17,2022-08-22 08:00,97.78,,United Kingdom,0.39,paypall,27.95,Furniture,In-store,Not Returned,Royal Mail,,Medium
693571,SKU_1338,Notebook,-17,2022-08-22 13:00,-9.3,,Spain,1.329907119061559,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Medium
494823,SKU_1991,Wireless Mouse,48,2022-08-22 17:00,31.05,,United States,0.23,Bank Transfer,17.76,Electronics,In-store,Not Returned,UPS,Paris,High
829063,SKU_1295,Wireless Mouse,26,2022-08-23 22:00,39.18,,Italy,0.03,paypall,16.22,Accessories,In-store,Not Returned,DHL,,Medium
772961,SKU_1625,USB Cable,43,2022-08-24 02:00,30.91,,Italy,0.45,Credit Card,10.69,Apparel,In-store,Not Returned,DHL,London,Low
189147,SKU_1998,Blue Pen,49,2022-08-24 16:00,10.72,,United Kingdom,0.23,Bank Transfer,21.97,Apparel,Online,Not Returned,UPS,Rome,High
679701,SKU_1085,Office Chair,2,2022-08-24 17:00,31.83,,Australia,0.29,Bank Transfer,11.26,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium
417332,SKU_1130,USB Cable,47,2022-08-25 01:00,22.75,,Norway,0.26,paypall,25.86,Electronics,In-store,Not Returned,FedEx,,Medium
396854,SKU_1399,Notebook,-33,2022-08-25 02:00,-46.18,,Germany,0.33,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
912840,SKU_1967,Blue Pen,-6,2022-08-25 09:00,-96.39,,Portugal,1.5990018004234432,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,High
826043,SKU_1047,T-shirt,-46,2022-08-25 11:00,-12.3,,Australia,1.5869329271707606,paypall,,Apparel,In-store,Not Returned,FedEx,,High
326392,SKU_1210,Wireless Mouse,21,2022-08-26 08:00,53.01,,Italy,0.39,Credit Card,9.44,Accessories,In-store,Not Returned,DHL,London,High
233021,SKU_1524,USB Cable,-12,2022-08-26 13:00,92.56,,Italy,0.0,Bank Transfer,,Stationery,Online,Not Returned,DHL,,High
239769,SKU_1553,Backpack,-2,2022-08-26 22:00,-94.1,,United States,1.1053235037297755,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Medium
273873,SKU_1241,Wireless Mouse,-41,2022-08-27 01:00,-80.9,,Norway,1.8251343394064368,Credit Card,,Furniture,Online,Returned,DHL,,Low
141410,SKU_1017,Headphones,-11,2022-08-27 14:00,-35.32,,Belgium,1.0526879471689807,paypall,,Stationery,In-store,Not Returned,DHL,,High
141041,SKU_1529,Wireless Mouse,-1,2022-08-27 20:00,-87.69,,Germany,0.08,Credit Card,,Apparel,In-store,Not Returned,UPS,,Medium
783755,SKU_1079,Backpack,43,2022-08-29 03:00,22.07,,Australia,0.07,Credit Card,22.21,Accessories,Online,Not Returned,UPS,Paris,Medium
334625,SKU_1085,USB Cable,46,2022-08-29 13:00,50.45,,Portugal,0.37,Bank Transfer,18.64,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium
774555,SKU_1554,Notebook,-32,2022-08-29 14:00,-9.67,,Italy,1.4863915723482537,Credit Card,,Furniture,Online,Not Returned,UPS,,Low
210949,SKU_1235,Office Chair,-36,2022-08-29 15:00,-4.0,,Norway,0.04,Bank Transfer,,Electronics,Online,Returned,Royal Mail,,Low
183804,SKU_1581,Office Chair,-11,2022-08-29 19:00,-65.88,,Australia,1.9988778062039316,paypall,,Electronics,In-store,Not Returned,Royal Mail,,Medium
405174,SKU_1174,USB Cable,26,2022-08-30 08:00,65.01,,Netherlands,0.15,Credit Card,11.55,Apparel,In-store,Not Returned,FedEx,London,Medium
836448,SKU_1774,Wall Clock,-47,2022-08-30 16:00,-33.5,,Portugal,1.119245690917791,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Low
477747,SKU_1817,Headphones,33,2022-08-30 18:00,28.66,,Netherlands,0.01,Credit Card,23.22,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High
655284,SKU_1522,Blue Pen,35,2022-08-31 15:00,58.97,,Sweden,0.1,Credit Card,8.59,Accessories,In-store,Returned,FedEx,Amsterdam,Medium
161915,SKU_1037,Backpack,45,2022-09-01 05:00,14.28,,France,0.33,paypall,14.32,Accessories,Online,Returned,FedEx,Rome,Low
789981,SKU_1125,Blue Pen,12,2022-09-02 00:00,31.18,,Netherlands,0.3,Credit Card,10.67,Electronics,In-store,Not Returned,DHL,London,High
264702,SKU_1405,USB Cable,-17,2022-09-02 10:00,-79.44,,Belgium,0.21,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,High
365467,SKU_1870,Wireless Mouse,-8,2022-09-03 07:00,28.88,,Spain,0.1,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Low
373399,SKU_1812,Office Chair,21,2022-09-03 21:00,66.74,,Netherlands,0.26,Bank Transfer,17.46,Apparel,Online,Not Returned,Royal Mail,,Medium
698831,SKU_1868,Notebook,10,2022-09-04 01:00,66.42,,Italy,0.38,Bank Transfer,21.4,Apparel,Online,Not Returned,DHL,Paris,Medium
799444,SKU_1687,USB Cable,21,2022-09-04 19:00,28.45,,Italy,0.31,paypall,13.76,Stationery,Online,Not Returned,FedEx,Amsterdam,Low
815309,SKU_1287,USB Cable,-15,2022-09-05 05:00,-66.17,,Portugal,1.0797491326610082,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Low
564495,SKU_1810,Headphones,27,2022-09-06 01:00,9.63,,Italy,0.17,Bank Transfer,21.77,Furniture,In-store,Not Returned,DHL,,Medium
232720,SKU_1587,Wireless Mouse,42,2022-09-06 07:00,42.64,,Portugal,0.43,Bank Transfer,15.76,Electronics,Online,Not Returned,DHL,Paris,Low
612703,SKU_1341,Office Chair,35,2022-09-07 21:00,56.91,,Belgium,0.2,Credit Card,25.32,Electronics,Online,Not Returned,Royal Mail,,Low
453123,SKU_1316,White Mug,-14,2022-09-08 12:00,-47.71,,Spain,1.8921810616036447,paypall,,Accessories,Online,Not Returned,DHL,,Low
835956,SKU_1101,White Mug,16,2022-09-08 14:00,61.46,,Sweden,0.06,Bank Transfer,16.83,Accessories,In-store,Not Returned,DHL,Rome,High
983881,SKU_1914,Notebook,21,2022-09-09 07:00,15.42,,Netherlands,0.21,Credit Card,25.61,Apparel,In-store,Not Returned,UPS,Rome,High
354268,SKU_1953,USB Cable,35,2022-09-09 19:00,55.53,,Italy,0.07,paypall,26.49,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
986238,SKU_1788,USB Cable,-41,2022-09-09 20:00,30.25,,Germany,0.4,paypall,,Electronics,Online,Not Returned,DHL,,Medium
665345,SKU_1849,USB Cable,-4,2022-09-10 13:00,92.84,,France,0.34,paypall,,Accessories,Online,Returned,UPS,,Low
615553,SKU_1617,USB Cable,-26,2022-09-10 15:00,-58.82,,Netherlands,0.2,paypall,,Accessories,Online,Not Returned,FedEx,,Low
230078,SKU_1454,Desk Lamp,49,2022-09-11 14:00,39.03,,Italy,0.28,paypall,26.29,Furniture,Online,Not Returned,UPS,,High
230112,SKU_1237,White Mug,2,2022-09-12 03:00,14.07,,Netherlands,0.19,Bank Transfer,24.85,Stationery,In-store,Not Returned,Royal Mail,,Low
124809,SKU_1115,T-shirt,12,2022-09-12 17:00,90.1,,Sweden,0.49,paypall,20.23,Furniture,In-store,Not Returned,Royal Mail,,Medium
194769,SKU_1632,Wall Clock,-18,2022-09-12 21:00,-91.66,,Australia,1.048950626869364,Credit Card,,Apparel,In-store,Returned,UPS,,Low
302138,SKU_1391,Wireless Mouse,-24,2022-09-13 04:00,84.2,,Sweden,0.19,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,Low
462136,SKU_1554,Backpack,-32,2022-09-13 12:00,-19.71,,Netherlands,0.31,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
994605,SKU_1264,T-shirt,-28,2022-09-13 22:00,-59.31,,Norway,1.829996144771182,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Low
569790,SKU_1109,Backpack,44,2022-09-14 12:00,43.19,,Sweden,0.11,Credit Card,21.52,Apparel,Online,Not Returned,Royal Mail,Rome,High
814095,SKU_1039,Notebook,3,2022-09-14 14:00,79.56,,Australia,0.05,Credit Card,28.64,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
797247,SKU_1134,Blue Pen,-20,2022-09-15 12:00,-81.79,,Netherlands,1.984198293241182,Bank Transfer,,Apparel,In-store,Returned,Royal Mail,,High
223299,SKU_1051,Wireless Mouse,16,2022-09-15 15:00,90.34,,Germany,0.04,Bank Transfer,28.61,Apparel,In-store,Not Returned,Royal Mail,,Medium
595644,SKU_1740,T-shirt,35,2022-09-15 16:00,88.16,,Italy,0.42,Bank Transfer,28.83,Electronics,In-store,Returned,FedEx,Rome,Low
697040,SKU_1101,Office Chair,-2,2022-09-16 11:00,44.27,,Australia,0.27,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Low
308320,SKU_1915,Office Chair,30,2022-09-16 12:00,76.63,,Italy,0.49,Credit Card,27.37,Accessories,In-store,Not Returned,FedEx,,Low
981979,SKU_1132,T-shirt,-46,2022-09-16 21:00,-61.32,,Australia,0.01,Bank Transfer,,Apparel,Online,Not Returned,Royal Mail,,High
705410,SKU_1504,White Mug,3,2022-09-16 23:00,87.14,,Portugal,0.19,Bank Transfer,12.62,Apparel,In-store,Not Returned,DHL,Amsterdam,High
158791,SKU_1164,USB Cable,-9,2022-09-17 08:00,-21.98,,Italy,1.887984790297684,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
979215,SKU_1656,White Mug,44,2022-09-17 10:00,89.2,,France,0.29,paypall,18.38,Accessories,In-store,Not Returned,DHL,Rome,Medium
682840,SKU_1222,T-shirt,-37,2022-09-17 13:00,62.35,,Portugal,0.03,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Low
758402,SKU_1765,USB Cable,31,2022-09-18 04:00,12.5,,Sweden,0.1,paypall,29.56,Accessories,Online,Returned,DHL,,Medium
694935,SKU_1516,Backpack,-1,2022-09-18 12:00,-87.86,,Belgium,0.27,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
869244,SKU_1721,White Mug,36,2022-09-18 17:00,75.13,,Australia,0.45,paypall,20.54,Stationery,In-store,Not Returned,Royal Mail,,Medium
170053,SKU_1247,Headphones,20,2022-09-20 06:00,27.76,,Belgium,0.21,paypall,6.59,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
892922,SKU_1923,Desk Lamp,-43,2022-09-20 13:00,-45.83,,Germany,0.28,Credit Card,,Electronics,In-store,Not Returned,FedEx,,High
802440,SKU_1456,Backpack,4,2022-09-21 02:00,71.28,,Spain,0.22,Bank Transfer,20.4,Apparel,In-store,Not Returned,Royal Mail,London,High
828666,SKU_1226,Desk Lamp,11,2022-09-21 20:00,23.8,,Netherlands,0.39,Credit Card,27.49,Stationery,Online,Not Returned,DHL,,High
256597,SKU_1113,Backpack,30,2022-09-21 21:00,69.92,,United Kingdom,0.12,paypall,17.24,Apparel,Online,Not Returned,UPS,,High
242312,SKU_1249,Headphones,20,2022-09-22 03:00,8.94,,Australia,0.45,Bank Transfer,18.48,Furniture,In-store,Not Returned,DHL,,Low
562757,SKU_1249,Wireless Mouse,10,2022-09-22 04:00,98.73,,Belgium,0.2,Credit Card,25.66,Stationery,Online,Not Returned,FedEx,,Low
584365,SKU_1366,Office Chair,5,2022-09-23 05:00,91.7,71797.0,Belgium,0.23,Credit Card,13.1,Accessories,Online,Not Returned,DHL,London,Medium
589706,SKU_1812,Notebook,-39,2022-09-23 17:00,69.13,,Germany,0.32,paypall,,Accessories,Online,Not Returned,FedEx,,High
519386,SKU_1319,USB Cable,-19,2022-09-23 23:00,23.36,,Belgium,0.11,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
862129,SKU_1933,Backpack,4,2022-09-24 06:00,3.89,,United States,0.46,paypall,26.38,Accessories,Online,Not Returned,Royal Mail,,Low
755949,SKU_1342,Wireless Mouse,10,2022-09-24 07:00,19.67,,Belgium,0.09,paypall,27.75,Stationery,Online,Not Returned,FedEx,Amsterdam,High
946476,SKU_1213,White Mug,-48,2022-09-24 08:00,-90.03,,Belgium,0.45,paypall,,Apparel,In-store,Not Returned,Royal Mail,,High
825959,SKU_1321,Wireless Mouse,-39,2022-09-24 09:00,96.47,,France,0.15,paypall,,Furniture,Online,Not Returned,UPS,,Low
753976,SKU_1555,T-shirt,45,2022-09-25 12:00,4.39,,United Kingdom,0.5,paypall,16.93,Stationery,In-store,Not Returned,UPS,,Medium
908459,SKU_1271,Office Chair,-12,2022-09-25 16:00,-40.9,,Portugal,1.6983950235622385,Bank Transfer,,Furniture,In-store,Returned,Royal Mail,,Low
209658,SKU_1900,Notebook,-37,2022-09-25 23:00,39.37,,Belgium,0.32,Credit Card,,Electronics,In-store,Not Returned,UPS,,Medium
399386,SKU_1671,T-shirt,3,2022-09-26 05:00,50.52,,Netherlands,0.35,paypall,26.31,Furniture,Online,Not Returned,UPS,,Medium
207966,SKU_1575,Headphones,-6,2022-09-26 06:00,-2.6,,Netherlands,1.3695395673469268,Credit Card,,Apparel,Online,Not Returned,DHL,,Medium
888297,SKU_1759,Desk Lamp,12,2022-09-26 19:00,63.32,,Netherlands,0.49,Credit Card,25.5,Electronics,In-store,Not Returned,UPS,Rome,Medium
875128,SKU_1135,Office Chair,12,2022-09-27 04:00,6.37,,Italy,0.23,Bank Transfer,14.37,Electronics,In-store,Not Returned,FedEx,,Low
885484,SKU_1321,T-shirt,27,2022-09-27 13:00,16.74,,Norway,0.46,paypall,12.74,Stationery,Online,Not Returned,FedEx,,Medium
695890,SKU_1170,Wireless Mouse,37,2022-09-27 17:00,78.9,,Belgium,0.07,Credit Card,8.03,Furniture,Online,Not Returned,Royal Mail,,Medium
782083,SKU_1923,Blue Pen,-21,2022-09-27 18:00,-45.33,,Australia,1.7429796168290874,paypall,,Apparel,Online,Returned,FedEx,,Low
681209,SKU_1833,Backpack,10,2022-09-28 01:00,59.31,,Australia,0.2,paypall,21.83,Stationery,In-store,Not Returned,DHL,,High
